id,account_id,date,amount,merchant,description,mcc,source,balance
t289,a_checking,2025-01-22,-127.88,Whole Foods,WHOLEFDS #1045,5411,synthetic,29821
t287,a_checking,2025-01-24,-65.68,Shell,SHELL OIL 6328,5541,synthetic,29755.3
t288,a_credit,2025-01-24,-52.91,Amazon,AMZN Mktp US*F9283,5942,synthetic,-6520.37
t283,a_checking,2025-01-25,-53.61,Whole Foods,WHOLEFDS #1045,5411,synthetic,29701.7
t285,a_checking,2025-01-25,-180.98,Target,TARGET #2140,5311,synthetic,29520.8
t286,a_checking,2025-01-28,141.24,Venmo,,6011,synthetic,29662
t318,a_credit,2025-02-01,-75.03,Amazon,AMZN Mktp US*A9068,5942,synthetic,-6595.4
t293,a_checking,2025-02-03,2378.39,Acme Inc.,PAYROLL,0,synthetic,32040.4
t295,a_checking,2025-02-04,-1458.03,Landlord,MONTHLY RENT,6513,synthetic,30582.4
t299,a_credit,2025-02-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-6608.39
t307,a_checking,2025-02-05,-20.32,Panera Bread,,5812,synthetic,30562
t300,a_credit,2025-02-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-6616.38
t313,a_checking,2025-02-06,-24.89,Lyft,LYFT TRIP 2609,4121,synthetic,30537.1
t310,a_checking,2025-02-07,-22.68,Local Diner,LOCAL DINER 1867,5812,synthetic,30514.5
t314,a_credit,2025-02-07,-117.77,Amazon,AMZN Mktp US*H2801,5942,synthetic,-6734.15
t316,a_checking,2025-02-09,-5.1,Starbucks,STARBUCKS 6531,5814,synthetic,30509.4
t296,a_checking,2025-02-10,-70.69,Electric Co,ELECTRIC BILL,4900,synthetic,30438.7
t297,a_checking,2025-02-12,-58.05,Comcast,HOME INTERNET,4816,synthetic,30380.6
t298,a_checking,2025-02-14,-53.8,T-Mobile,MOBILE BILL,4814,synthetic,30326.8
t306,a_checking,2025-02-14,-42.27,Shell,SHELL OIL 7298,5541,synthetic,30284.6
t309,a_checking,2025-02-14,63.58,Venmo,,6011,synthetic,30348.1
t303,a_checking,2025-02-15,-4.3,Starbucks,STARBUCKS 6070,5814,synthetic,30343.8
t315,a_checking,2025-02-16,-120.0,Whole Foods,WHOLEFDS #1045,5411,synthetic,30223.8
t294,a_checking,2025-02-17,2287.48,Acme Inc.,PAYROLL,0,synthetic,32511.3
t304,a_checking,2025-02-18,-154.84,Whole Foods,,5411,synthetic,32356.5
t312,a_checking,2025-02-19,-44.97,Chevron,CHEVRON OIL 8987,5541,synthetic,32311.5
t308,a_credit,2025-02-21,-221.4,Amazon,AMZN Mktp US*H4780,5942,synthetic,-6955.55
t301,a_checking,2025-02-24,-702.72,Credit Card Payment,AUTOPAY,6012,synthetic,31608.8
t317,a_checking,2025-02-25,-4.21,Starbucks,STARBUCKS 4625,5814,synthetic,31604.6
t302,a_checking,2025-02-26,-3.07,Starbucks,STARBUCKS 6983,5814,synthetic,31601.5
t311,a_checking,2025-02-26,-30.98,Local Diner,LOCAL DINER 8166,5812,synthetic,31570.5
t305,a_checking,2025-02-27,-155.73,GrocerMart,GROCERY STORE,5411,synthetic,31414.8
t319,a_checking,2025-03-02,2585.18,Acme Inc.,PAYROLL,0,synthetic,34000
t321,a_checking,2025-03-02,-1535.5,Landlord,MONTHLY RENT,6513,synthetic,32464.5
t325,a_credit,2025-03-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-6968.54
t326,a_credit,2025-03-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-6976.53
t334,a_checking,2025-03-07,-134.78,GrocerMart,GROCERY STORE,5411,synthetic,32329.7
t322,a_checking,2025-03-10,-79.02,Electric Co,ELECTRIC BILL,4900,synthetic,32250.7
t333,a_checking,2025-03-10,-7.14,Starbucks,STARBUCKS 6900,5814,synthetic,32243.5
t323,a_checking,2025-03-12,-64.0,Comcast,HOME INTERNET,4816,synthetic,32179.5
t320,a_checking,2025-03-13,2498.49,Acme Inc.,PAYROLL,0,synthetic,34678
t324,a_checking,2025-03-14,-47.24,T-Mobile,MOBILE BILL,4814,synthetic,34630.8
t331,a_credit,2025-03-15,-43.25,Amazon,AMZN Mktp US*A3331,5942,synthetic,-7019.78
t332,a_checking,2025-03-15,-70.16,Zelle Transfer,ZELLE TO FRIEND,6011,synthetic,34560.6
t337,a_checking,2025-03-17,-188.29,Target,TARGET #4274,5311,synthetic,34372.3
t328,a_checking,2025-03-19,-51.43,Chevron,CHEVRON OIL 1424,5541,synthetic,34320.9
t327,a_checking,2025-03-20,-646.36,Credit Card Payment,AUTOPAY,6012,synthetic,33674.6
t329,a_checking,2025-03-21,-169.02,Target,TARGET #6144,5311,synthetic,33505.5
t336,a_checking,2025-03-21,-58.49,Chevron,CHEVRON OIL 6629,5541,synthetic,33447
t338,a_checking,2025-03-22,-107.81,Target,TARGET #2980,5311,synthetic,33339.2
t335,a_checking,2025-03-24,-36.39,Chipotle,CHIPOTLE 3247,5812,synthetic,33302.8
t330,a_checking,2025-03-25,-52.1,Chevron,CHEVRON OIL 6893,5541,synthetic,33250.7
t339,a_checking,2025-03-26,-16.14,Local Diner,LOCAL DINER 6563,5812,synthetic,33234.6
t340,a_checking,2025-04-01,2442.74,Acme Inc.,PAYROLL,0,synthetic,35677.3
t342,a_checking,2025-04-02,-1557.87,Landlord,MONTHLY RENT,6513,synthetic,34119.5
t357,a_checking,2025-04-03,-4.91,Starbucks,STARBUCKS 1468,5814,synthetic,34114.6
t360,a_credit,2025-04-03,-229.97,Amazon,AMZN Mktp US*B9123,5942,synthetic,-7249.75
t351,a_checking,2025-04-04,-31.93,Panera Bread,PANERA BREAD 6188,5812,synthetic,34082.6
t346,a_credit,2025-04-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-7262.74
t361,a_credit,2025-04-05,229.97,Amazon,AMZN REFUND,5942,synthetic,-7032.77
t347,a_credit,2025-04-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-7040.76
t353,a_checking,2025-04-08,-5.27,Starbucks,STARBUCKS 4259,5814,synthetic,34077.4
t343,a_checking,2025-04-10,-79.85,Electric Co,,4900,synthetic,33997.5
t365,a_checking,2025-04-10,-5.26,Starbucks,STARBUCKS 8923,5814,synthetic,33992.3
t356,a_checking,2025-04-11,-101.71,GrocerMart,GROCERY STORE,5411,synthetic,33890.5
t344,a_checking,2025-04-12,-62.1,Comcast,HOME INTERNET,4816,synthetic,33828.4
t345,a_checking,2025-04-14,-45.36,T-Mobile,MOBILE BILL,4814,synthetic,33783.1
t341,a_checking,2025-04-15,2259.13,Acme Inc.,PAYROLL,0,synthetic,36042.2
t349,a_checking,2025-04-15,-20.34,Target,TARGET #4160,5311,synthetic,36021.9
t364,a_checking,2025-04-15,-81.94,Zelle Transfer,ZELLE TO FRIEND,6011,synthetic,35939.9
t352,a_credit,2025-04-17,-48.06,Amazon,AMZN Mktp US*E1390,5942,synthetic,-7088.82
t355,a_checking,2025-04-17,-4.66,Starbucks,STARBUCKS 7315,5814,synthetic,35935.3
t358,a_checking,2025-04-19,-72.83,Shell,SHELL OIL 5733,5541,synthetic,35862.4
t359,a_checking,2025-04-19,-29.62,Local Diner,LOCAL DINER 3763,5812,synthetic,35832.8
t363,a_checking,2025-04-22,-40.54,Shell,SHELL OIL 2171,5541,synthetic,35792.3
t348,a_checking,2025-04-24,-568.78,Credit Card Payment,AUTOPAY,6012,synthetic,35223.5
t350,a_checking,2025-04-25,-50.75,Target,TARGET #2386,5311,synthetic,35172.8
t354,a_checking,2025-04-27,-38.04,Local Diner,LOCAL DINER 1638,5812,synthetic,35134.7
t362,a_checking,2025-04-28,-57.32,Shell,SHELL OIL 5458,5541,synthetic,35077.4
t379,a_checking,2025-05-02,-5.99,Starbucks,STARBUCKS 7357,5814,synthetic,35071.4
t366,a_checking,2025-05-03,2358.09,Acme Inc.,PAYROLL,0,synthetic,37429.5
t368,a_checking,2025-05-03,-1542.77,Landlord,MONTHLY RENT,6513,synthetic,35886.7
t381,a_credit,2025-05-03,-549.03,Best Buy,,5732,synthetic,-7637.85
t377,a_checking,2025-05-04,-138.9,Target,TARGET #6831,5311,synthetic,35747.8
t372,a_credit,2025-05-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-7650.84
t373,a_credit,2025-05-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-7658.83
t375,a_checking,2025-05-06,-147.81,Target,TARGET #2406,5311,synthetic,35600
t369,a_checking,2025-05-10,-82.63,Electric Co,ELECTRIC BILL,4900,synthetic,35517.4
t370,a_checking,2025-05-12,-60.7,Comcast,HOME INTERNET,4816,synthetic,35456.7
t367,a_checking,2025-05-14,2326.2,Acme Inc.,PAYROLL,0,synthetic,37782.9
t371,a_checking,2025-05-14,-41.76,T-Mobile,MOBILE BILL,4814,synthetic,37741.1
t383,a_checking,2025-05-15,-106.26,GrocerMart,GROCERY STORE,5411,synthetic,37634.9
t376,a_checking,2025-05-18,-83.35,Whole Foods,WHOLEFDS #1045,5411,synthetic,37551.5
t384,a_credit,2025-05-18,-186.05,Amazon,AMZN Mktp US*C1541,5942,synthetic,-7844.88
t374,a_checking,2025-05-20,-831.0,Credit Card Payment,AUTOPAY,6012,synthetic,36720.5
t380,a_checking,2025-05-21,-120.34,GrocerMart,GROCERY STORE,5411,synthetic,36600.2
t382,a_checking,2025-05-25,-10.05,Local Diner,LOCAL DINER 2684,5812,synthetic,36590.1
t378,a_checking,2025-05-27,-54.66,Uber,,4121,synthetic,36535.5
t385,a_checking,2025-06-02,2308.86,Acme Inc.,PAYROLL,0,synthetic,38844.3
t387,a_checking,2025-06-03,-1482.0,Landlord,MONTHLY RENT,6513,synthetic,37362.3
t402,a_credit,2025-06-03,-40.83,Amazon,AMZN Mktp US*A4577,5942,synthetic,-7885.71
t398,a_checking,2025-06-04,-115.53,GrocerMart,GROCERY STORE,5411,synthetic,37246.8
t391,a_credit,2025-06-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-7898.7
t392,a_credit,2025-06-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-7906.69
t401,a_checking,2025-06-07,-4.61,Starbucks,,5814,synthetic,37242.2
t388,a_checking,2025-06-10,-78.81,Electric Co,ELECTRIC BILL,4900,synthetic,37163.4
t400,a_checking,2025-06-11,-183.17,Target,TARGET #6511,5311,synthetic,36980.2
t389,a_checking,2025-06-12,-65.76,Comcast,HOME INTERNET,4816,synthetic,36914.4
t386,a_checking,2025-06-13,2440.58,Acme Inc.,PAYROLL,0,synthetic,39355
t390,a_checking,2025-06-14,-41.38,T-Mobile,MOBILE BILL,4814,synthetic,39313.6
t403,a_checking,2025-06-15,72.62,Venmo,VENMO CASHIN,6011,synthetic,39386.3
t397,a_checking,2025-06-20,-96.32,GrocerMart,GROCERY STORE,5411,synthetic,39289.9
t399,a_checking,2025-06-21,-30.57,Target,TARGET #6187,5311,synthetic,39259.4
t396,a_checking,2025-06-22,-22.69,Panera Bread,PANERA BREAD 1577,5812,synthetic,39236.7
t393,a_checking,2025-06-24,-650.81,Credit Card Payment,AUTOPAY,6012,synthetic,38585.9
t394,a_credit,2025-06-25,-287.41,Amazon,AMZN Mktp US*B2917,5942,synthetic,-8194.1
t395,a_checking,2025-06-26,-218.5,Target,TARGET #4895,5311,synthetic,38367.4
t404,a_checking,2025-07-01,2414.84,Acme Inc.,PAYROLL,0,synthetic,40782.2
t415,a_checking,2025-07-02,-26.39,Panera Bread,PANERA BREAD 2286,5812,synthetic,40755.8
t421,a_credit,2025-07-02,-49.31,Amazon,AMZN Mktp US*F6754,5942,synthetic,-8243.41
t406,a_checking,2025-07-03,-1559.91,Landlord,MONTHLY RENT,6513,synthetic,39195.9
t422,a_checking,2025-07-04,-158.69,Whole Foods,WHOLEFDS #1045,5411,synthetic,39037.2
t425,a_checking,2025-07-04,-64.57,Shell,SHELL OIL 1828,5541,synthetic,38972.7
t410,a_credit,2025-07-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-8256.4
t411,a_credit,2025-07-06,-7.99,Netflix,,5815,synthetic,-8264.39
t407,a_checking,2025-07-10,-84.21,Electric Co,ELECTRIC BILL,4900,synthetic,38888.4
t413,a_credit,2025-07-10,-240.94,Amazon,,5942,synthetic,-8505.33
t416,a_checking,2025-07-11,-78.64,Shell,,5541,synthetic,38809.8
t408,a_checking,2025-07-12,-54.64,Comcast,HOME INTERNET,4816,synthetic,38755.2
t405,a_checking,2025-07-13,2359.03,Acme Inc.,PAYROLL,0,synthetic,41114.2
t419,a_checking,2025-07-13,-36.03,Panera Bread,PANERA BREAD 6419,5812,synthetic,41078.2
t420,a_checking,2025-07-13,-22.24,Chipotle,CHIPOTLE 8593,5812,synthetic,41055.9
t409,a_checking,2025-07-14,-52.84,T-Mobile,MOBILE BILL,4814,synthetic,41003.1
t414,a_credit,2025-07-18,-104.91,Amazon,,5942,synthetic,-8610.24
t423,a_checking,2025-07-19,-37.25,Lyft,LYFT TRIP 3608,4121,synthetic,40965.8
t412,a_checking,2025-07-20,-523.45,Credit Card Payment,AUTOPAY,6012,synthetic,40442.4
t417,a_checking,2025-07-27,-124.88,GrocerMart,,5411,synthetic,40317.5
t418,a_checking,2025-07-30,-11.2,Chipotle,CHIPOTLE 2436,5812,synthetic,40306.3
t424,a_checking,2025-07-31,-54.52,Target,TARGET #6241,5311,synthetic,40251.8
t426,a_checking,2025-08-01,2452.34,Acme Inc.,PAYROLL,0,synthetic,42704.1
t428,a_checking,2025-08-02,-1536.3,Landlord,MONTHLY RENT,6513,synthetic,41167.8
t448,a_checking,2025-08-02,-23.94,Panera Bread,PANERA BREAD 4026,5812,synthetic,41143.9
t431,a_credit,2025-08-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-8623.23
t432,a_credit,2025-08-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-8631.22
t439,a_checking,2025-08-06,-54.09,Chevron,CHEVRON OIL 6319,5541,synthetic,41089.8
t444,a_credit,2025-08-09,-171.08,Amazon,AMZN Mktp US*H8058,5942,synthetic,-8802.3
t429,a_checking,2025-08-10,-87.89,Electric Co,,4900,synthetic,41001.9
t449,a_credit,2025-08-10,-74.97,Amazon,AMZN Mktp US*D2025,5942,synthetic,-8877.27
t430,a_checking,2025-08-12,-60.44,Comcast,HOME INTERNET,4816,synthetic,40941.5
t438,a_checking,2025-08-12,-6.92,Starbucks,STARBUCKS 5607,5814,synthetic,40934.5
t447,a_checking,2025-08-13,-73.35,Target,TARGET #3401,5311,synthetic,40861.2
t450,a_checking,2025-08-13,-7.05,Starbucks,STARBUCKS 2793,5814,synthetic,40854.1
t441,a_credit,2025-08-15,-53.49,Amazon,AMZN Mktp US*H4623,5942,synthetic,-8930.76
t427,a_checking,2025-08-16,2367.51,Acme Inc.,PAYROLL,0,synthetic,43221.7
t443,a_checking,2025-08-16,-43.78,Target,TARGET #8957,5311,synthetic,43177.9
t440,a_credit,2025-08-18,-26.26,Amazon,AMZN Mktp US*E2787,5942,synthetic,-8957.02
t437,a_checking,2025-08-19,-105.04,Whole Foods,WHOLEFDS #1045,5411,synthetic,43072.8
t436,a_checking,2025-08-20,159.4,Venmo,VENMO CASHIN,6011,synthetic,43232.2
t445,a_credit,2025-08-21,-212.22,Amazon,,5942,synthetic,-9169.24
t433,a_checking,2025-08-22,-445.34,Credit Card Payment,AUTOPAY,6012,synthetic,42786.9
t446,a_checking,2025-08-24,-69.82,Shell,SHELL OIL 5905,5541,synthetic,42717.1
t434,a_checking,2025-08-25,-12.0,MyBank,MONTHLY FEE,6012,synthetic,42705.1
t435,a_checking,2025-08-26,12.0,MyBank,FEE REVERSAL,6012,synthetic,42717.1
t442,a_checking,2025-08-29,-22.42,Local Diner,LOCAL DINER 1860,5812,synthetic,42694.7
t451,a_checking,2025-09-01,2345.37,Acme Inc.,PAYROLL,0,synthetic,45040
t453,a_checking,2025-09-02,-1496.97,Landlord,MONTHLY RENT,6513,synthetic,43543.1
t462,a_checking,2025-09-03,-97.33,Whole Foods,WHOLEFDS #1045,5411,synthetic,43445.7
t466,a_checking,2025-09-03,-14.8,Chipotle,CHIPOTLE 1401,5812,synthetic,43430.9
t470,a_checking,2025-09-04,-125.52,GrocerMart,GROCERY STORE,5411,synthetic,43305.4
t457,a_credit,2025-09-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-9182.23
t458,a_credit,2025-09-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-9190.22
t460,a_checking,2025-09-08,-119.97,GrocerMart,GROCERY STORE,5411,synthetic,43185.4
t469,a_checking,2025-09-09,-31.36,Chipotle,CHIPOTLE 1900,5812,synthetic,43154.1
t454,a_checking,2025-09-10,-83.4,Electric Co,ELECTRIC BILL,4900,synthetic,43070.7
t455,a_checking,2025-09-12,-65.74,Comcast,HOME INTERNET,4816,synthetic,43004.9
t456,a_checking,2025-09-14,-52.04,T-Mobile,MOBILE BILL,4814,synthetic,42952.9
t467,a_checking,2025-09-14,-80.19,GrocerMart,GROCERY STORE,5411,synthetic,42872.7
t468,a_checking,2025-09-14,-14.33,Chipotle,CHIPOTLE 2712,5812,synthetic,42858.4
t452,a_checking,2025-09-17,2355.1,Acme Inc.,PAYROLL,0,synthetic,45213.5
t461,a_credit,2025-09-18,-197.76,Best Buy,BESTBUY #1873,5732,synthetic,-9387.98
t459,a_checking,2025-09-20,-534.61,Credit Card Payment,AUTOPAY,6012,synthetic,44678.9
t471,a_checking,2025-09-20,-93.06,Whole Foods,WHOLEFDS #1045,5411,synthetic,44585.8
t465,a_checking,2025-09-22,-51.45,Shell,SHELL OIL 4897,5541,synthetic,44534.4
t464,a_checking,2025-09-26,-59.04,Target,TARGET #5911,5311,synthetic,44475.3
t463,a_checking,2025-09-29,-144.6,Target,TARGET #3384,5311,synthetic,44330.7
t472,a_checking,2025-10-02,2484.68,Acme Inc.,PAYROLL,0,synthetic,46815.4
t489,a_checking,2025-10-02,-40.56,Shell,SHELL OIL 8179,5541,synthetic,46774.8
t493,a_checking,2025-10-03,-4.02,Starbucks,STARBUCKS 4410,5814,synthetic,46770.8
t474,a_checking,2025-10-04,-1532.22,Landlord,MONTHLY RENT,6513,synthetic,45238.6
t478,a_credit,2025-10-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-9400.97
t479,a_credit,2025-10-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-9408.96
t490,a_checking,2025-10-06,-121.74,Whole Foods,WHOLEFDS #1045,5411,synthetic,45116.9
t484,a_checking,2025-10-09,-135.75,Target,TARGET #8353,5311,synthetic,44981.1
t475,a_checking,2025-10-10,-85.36,Electric Co,,4900,synthetic,44895.7
t481,a_credit,2025-10-11,-183.01,Amazon,AMZN Mktp US*D7898,5942,synthetic,-9591.97
t492,a_checking,2025-10-11,-112.78,Target,TARGET #3734,5311,synthetic,44783
t476,a_checking,2025-10-12,-58.6,Comcast,HOME INTERNET,4816,synthetic,44724.4
t485,a_checking,2025-10-12,-6.07,Starbucks,STARBUCKS 6537,5814,synthetic,44718.3
t473,a_checking,2025-10-13,2419.97,Acme Inc.,PAYROLL,0,synthetic,47138.3
t482,a_checking,2025-10-13,-139.67,Whole Foods,WHOLEFDS #1045,5411,synthetic,46998.6
t477,a_checking,2025-10-14,-45.42,T-Mobile,,4814,synthetic,46953.2
t487,a_checking,2025-10-15,-61.45,Whole Foods,WHOLEFDS #1045,5411,synthetic,46891.7
t496,a_checking,2025-10-16,-5.53,Starbucks,STARBUCKS 5936,5814,synthetic,46886.2
t483,a_checking,2025-10-20,91.53,Venmo,VENMO CASHIN,6011,synthetic,46977.7
t480,a_checking,2025-10-21,-363.2,Credit Card Payment,AUTOPAY,6012,synthetic,46614.5
t497,a_checking,2025-10-22,-24.18,Chipotle,CHIPOTLE 8910,5812,synthetic,46590.3
t486,a_checking,2025-10-25,-35.63,Panera Bread,,5812,synthetic,46554.7
t491,a_credit,2025-10-25,-97.12,Amazon,AMZN Mktp US*A6148,5942,synthetic,-9689.09
t488,a_credit,2025-10-26,-142.2,Amazon,AMZN Mktp US*F4143,5942,synthetic,-9831.29
t495,a_checking,2025-10-27,-87.02,GrocerMart,GROCERY STORE,5411,synthetic,46467.7
t494,a_checking,2025-10-28,-128.28,GrocerMart,GROCERY STORE,5411,synthetic,46339.4
t498,a_checking,2025-11-01,2413.82,Acme Inc.,PAYROLL,0,synthetic,48753.2
t500,a_checking,2025-11-03,-1451.32,Landlord,MONTHLY RENT,6513,synthetic,47301.9
t504,a_credit,2025-11-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-9844.28
t505,a_credit,2025-11-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-9852.27
t517,a_checking,2025-11-07,-35.53,Panera Bread,PANERA BREAD 8627,5812,synthetic,47266.4
t501,a_checking,2025-11-10,-86.65,Electric Co,ELECTRIC BILL,4900,synthetic,47179.7
t510,a_checking,2025-11-11,-24.65,Chipotle,CHIPOTLE 2120,5812,synthetic,47155.1
t502,a_checking,2025-11-12,-59.44,Comcast,HOME INTERNET,4816,synthetic,47095.6
t512,a_checking,2025-11-12,-124.52,GrocerMart,GROCERY STORE,5411,synthetic,46971.1
t499,a_checking,2025-11-13,2393.89,Acme Inc.,PAYROLL,0,synthetic,49365
t520,a_checking,2025-11-13,-5.37,Starbucks,STARBUCKS 9239,5814,synthetic,49359.6
t503,a_checking,2025-11-14,-46.12,T-Mobile,MOBILE BILL,4814,synthetic,49313.5
t515,a_checking,2025-11-15,-14.76,Panera Bread,PANERA BREAD 7145,5812,synthetic,49298.8
t509,a_checking,2025-11-18,150.58,Venmo,VENMO CASHIN,6011,synthetic,49449.3
t511,a_credit,2025-11-18,-31.5,Amazon,AMZN Mktp US*G2547,5942,synthetic,-9883.77
t519,a_credit,2025-11-18,-74.42,Amazon,AMZN Mktp US*G7511,5942,synthetic,-9958.19
t518,a_checking,2025-11-19,-11.2,Local Diner,,5812,synthetic,49438.1
t506,a_checking,2025-11-21,-657.47,Credit Card Payment,AUTOPAY,6012,synthetic,48780.7
t514,a_checking,2025-11-22,-54.83,GrocerMart,GROCERY STORE,5411,synthetic,48725.8
t507,a_checking,2025-11-25,-12.0,MyBank,MONTHLY FEE,6012,synthetic,48713.8
t508,a_checking,2025-11-26,12.0,MyBank,FEE REVERSAL,6012,synthetic,48725.8
t513,a_checking,2025-11-28,-123.05,GrocerMart,,5411,synthetic,48602.8
t516,a_checking,2025-11-29,-12.85,Chipotle,CHIPOTLE 4244,5812,synthetic,48589.9
t521,a_checking,2025-12-02,2393.21,Acme Inc.,PAYROLL,0,synthetic,50983.2
t523,a_checking,2025-12-02,-1534.51,Landlord,MONTHLY RENT,6513,synthetic,49448.6
t527,a_credit,2025-12-05,-12.99,Spotify,SPOTIFY P123,5815,synthetic,-9971.18
t535,a_credit,2025-12-05,-348.98,Best Buy,BESTBUY #5154,5732,synthetic,-10320.2
t539,a_checking,2025-12-05,-37.59,Chipotle,CHIPOTLE 2464,5812,synthetic,49411.1
t528,a_credit,2025-12-06,-7.99,Netflix,NETFLIX.COM SUB,5815,synthetic,-10328.1
t540,a_credit,2025-12-09,-242.58,Amazon,AMZN Mktp US*F1093,5942,synthetic,-10570.7
t524,a_checking,2025-12-10,-74.45,Electric Co,,4900,synthetic,49336.6
t544,a_checking,2025-12-10,-24.08,Lyft,,4121,synthetic,49312.5
t543,a_checking,2025-12-11,-28.28,Chipotle,CHIPOTLE 1230,5812,synthetic,49284.2
t525,a_checking,2025-12-12,-63.7,Comcast,HOME INTERNET,4816,synthetic,49220.5
t526,a_checking,2025-12-14,-44.95,T-Mobile,MOBILE BILL,4814,synthetic,49175.6
t522,a_checking,2025-12-17,2380.08,Acme Inc.,PAYROLL,0,synthetic,51555.7
t532,a_checking,2025-12-18,-54.72,Uber,UBER TRIP 5988,4121,synthetic,51501
t536,a_checking,2025-12-18,-11.81,Chipotle,CHIPOTLE 9878,5812,synthetic,51489.1
t538,a_credit,2025-12-19,-149.71,Amazon,,5942,synthetic,-10720.4
t542,a_checking,2025-12-19,-130.75,Target,TARGET #9605,5311,synthetic,51358.4
t529,a_checking,2025-12-20,-652.84,Credit Card Payment,AUTOPAY,6012,synthetic,50705.6
t531,a_checking,2025-12-20,-153.64,GrocerMart,GROCERY STORE,5411,synthetic,50551.9
t534,a_checking,2025-12-20,-128.92,Whole Foods,WHOLEFDS #1045,5411,synthetic,50423
t537,a_credit,2025-12-24,-378.71,Best Buy,BESTBUY #2803,5732,synthetic,-11099.1
t530,a_checking,2025-12-26,-47.69,Shell,SHELL OIL 8896,5541,synthetic,50375.3
t545,a_credit,2025-12-26,-79.71,Amazon,,5942,synthetic,-11178.9
t533,a_checking,2025-12-27,-42.16,Shell,SHELL OIL 9878,5541,synthetic,50333.1
t541,a_checking,2025-12-27,-5.26,Starbucks,STARBUCKS 9895,5814,synthetic,50327.9
