id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source,balance
t218,u_demo,a_checking,2024-07-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,18041.7
t237,u_demo,a_checking,2024-07-13,-5.11,Starbucks,STARBUCKS 5000,coffee,false,5814,synthetic,18036.6
t219,u_demo,a_checking,2024-07-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,17991.6
t215,u_demo,a_checking,2024-07-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,20491.6
t235,u_demo,a_checking,2024-07-17,-4.71,Starbucks,STARBUCKS 8449,coffee,false,5814,synthetic,20486.9
t230,u_demo,a_checking,2024-07-20,-14.0,Panera Bread,PANERA BREAD 1924,restaurants,false,5812,synthetic,20472.9
t226,u_demo,a_checking,2024-07-21,-62.87,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,20410
t223,u_demo,a_checking,2024-07-22,-115.02,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,20295
t229,u_demo,a_checking,2024-07-22,-43.99,Shell,SHELL OIL 8312,gas,false,5541,synthetic,20251
t236,u_demo,a_checking,2024-07-22,-6.79,Starbucks,STARBUCKS 7970,coffee,false,5814,synthetic,20244.2
t233,u_demo,a_checking,2024-07-27,-3.12,Starbucks,STARBUCKS 6124,coffee,false,5814,synthetic,20241.1
t228,u_demo,a_checking,2024-07-28,-79.31,Shell,SHELL OIL 5835,gas,false,5541,synthetic,20161.8
t238,u_demo,a_checking,2024-07-31,-15.27,Uber,UBER TRIP 1404,rideshare,false,4121,synthetic,20146.5
t243,u_demo,a_checking,2024-08-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,22646.5
t245,u_demo,a_checking,2024-08-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,21146.5
t253,u_demo,a_checking,2024-08-02,-55.79,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,21090.8
t259,u_demo,a_checking,2024-08-02,-75.16,Shell,SHELL OIL 5530,gas,false,5541,synthetic,21015.6
t255,u_demo,a_checking,2024-08-03,-125.96,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,20889.6
t249,u_demo,a_credit,2024-08-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-1637.86
t264,u_demo,a_checking,2024-08-05,-37.8,Local Diner,LOCAL DINER 1137,restaurants,false,5812,synthetic,20851.8
t250,u_demo,a_credit,2024-08-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-1645.85
t266,u_demo,a_checking,2024-08-06,-4.48,Starbucks,STARBUCKS 6569,coffee,false,5814,synthetic,20847.4
t251,u_demo,a_credit,2024-08-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-1648.84
t270,u_demo,a_checking,2024-08-08,-7.04,Starbucks,STARBUCKS 9472,coffee,false,5814,synthetic,20840.3
t274,u_demo,a_credit,2024-08-09,-62.49,Amazon,AMZN Mktp US*F3593,shopping,false,5942,synthetic,-1711.33
t246,u_demo,a_checking,2024-08-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,20760.3
t265,u_demo,a_checking,2024-08-10,-23.77,Local Diner,LOCAL DINER 6971,restaurants,false,5812,synthetic,20736.5
t267,u_demo,a_checking,2024-08-11,-5.42,Starbucks,STARBUCKS 2906,coffee,false,5814,synthetic,20731.1
t269,u_demo,a_checking,2024-08-11,-5.88,Starbucks,STARBUCKS 7031,coffee,false,5814,synthetic,20725.2
t247,u_demo,a_checking,2024-08-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,20665.2
t275,u_demo,a_credit,2024-08-13,-168.91,American Airlines,AA 123624,travel,false,4511,synthetic,-1880.24
t248,u_demo,a_checking,2024-08-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,20620.2
t244,u_demo,a_checking,2024-08-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,23120.2
t261,u_demo,a_checking,2024-08-18,-34.55,Chevron,CHEVRON OIL 8002,gas,false,5541,synthetic,23085.7
t262,u_demo,a_checking,2024-08-20,-33.51,Panera Bread,PANERA BREAD 8648,restaurants,false,5812,synthetic,23052.2
t256,u_demo,a_checking,2024-08-22,-53.4,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,22998.8
t258,u_demo,a_checking,2024-08-23,-61.02,Shell,SHELL OIL 2252,gas,false,5541,synthetic,22937.8
t268,u_demo,a_checking,2024-08-23,-5.63,Starbucks,STARBUCKS 8350,coffee,false,5814,synthetic,22932.1
t276,u_demo,a_checking,2024-08-25,-57.17,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic,22875
t254,u_demo,a_checking,2024-08-26,-90.24,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,22784.7
t272,u_demo,a_checking,2024-08-26,-59.66,Uber,UBER TRIP 8570,rideshare,false,4121,synthetic,22725.1
t257,u_demo,a_checking,2024-08-27,-57.73,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,22667.3
t271,u_demo,a_checking,2024-08-27,-21.99,Uber,UBER TRIP 1671,rideshare,false,4121,synthetic,22645.3
t260,u_demo,a_checking,2024-08-28,-60.4,Chevron,CHEVRON OIL 7949,gas,false,5541,synthetic,22584.9
t263,u_demo,a_checking,2024-08-28,-35.87,Chipotle,CHIPOTLE 4177,restaurants,false,5812,synthetic,22549.1
t273,u_demo,a_credit,2024-08-28,-59.81,Amazon,AMZN Mktp US*F7981,shopping,false,5942,synthetic,-1940.05
t252,u_demo,a_checking,2024-08-30,-116.91,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,22432.2
t277,u_demo,a_checking,2024-08-30,-233.38,City Dental,CITY DENTAL,healthcare,false,8011,synthetic,22198.8
t278,u_demo,a_checking,2024-09-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,24698.8
t280,u_demo,a_checking,2024-09-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,23198.8
t302,u_demo,a_checking,2024-09-02,-4.49,Starbucks,STARBUCKS 1876,coffee,false,5814,synthetic,23194.3
t288,u_demo,a_checking,2024-09-03,-64.89,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,23129.4
t284,u_demo,a_credit,2024-09-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-1953.04
t301,u_demo,a_checking,2024-09-05,-5.91,Starbucks,STARBUCKS 3739,coffee,false,5814,synthetic,23123.5
t311,u_demo,a_checking,2024-09-05,243.6,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,23367.1
t285,u_demo,a_credit,2024-09-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-1961.03
t304,u_demo,a_checking,2024-09-06,-21.32,Uber,UBER TRIP 7767,rideshare,false,4121,synthetic,23345.8
t286,u_demo,a_credit,2024-09-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-1964.02
t281,u_demo,a_checking,2024-09-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,23265.8
t295,u_demo,a_checking,2024-09-10,-16.34,Panera Bread,PANERA BREAD 2296,restaurants,false,5812,synthetic,23249.4
t310,u_demo,a_checking,2024-09-11,145.32,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,23394.7
t282,u_demo,a_checking,2024-09-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,23334.7
t300,u_demo,a_checking,2024-09-12,-4.7,Starbucks,STARBUCKS 7738,coffee,false,5814,synthetic,23330
t293,u_demo,a_checking,2024-09-13,-47.71,Chevron,CHEVRON OIL 8673,gas,false,5541,synthetic,23282.3
t298,u_demo,a_checking,2024-09-13,-26.11,Panera Bread,PANERA BREAD 7371,restaurants,false,5812,synthetic,23256.2
t283,u_demo,a_checking,2024-09-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,23211.2
t290,u_demo,a_checking,2024-09-14,-33.12,Chevron,CHEVRON OIL 1364,gas,false,5541,synthetic,23178.1
t279,u_demo,a_checking,2024-09-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,25678.1
t294,u_demo,a_checking,2024-09-15,-21.32,Chipotle,CHIPOTLE 6750,restaurants,false,5812,synthetic,25656.8
t299,u_demo,a_checking,2024-09-15,-5.64,Starbucks,STARBUCKS 8943,coffee,false,5814,synthetic,25651.1
t308,u_demo,a_credit,2024-09-15,-380.1,United Airlines,UA 487952,travel,false,4511,synthetic,-2344.12
t309,u_demo,a_checking,2024-09-19,-235.17,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic,25416
t297,u_demo,a_checking,2024-09-20,-33.68,Panera Bread,PANERA BREAD 8561,restaurants,false,5812,synthetic,25382.3
t292,u_demo,a_checking,2024-09-23,-56.61,Chevron,CHEVRON OIL 7506,gas,false,5541,synthetic,25325.7
t306,u_demo,a_credit,2024-09-23,-250.0,Amazon,AMZN Mktp US*G2063,shopping,false,5942,synthetic,-2594.12
t289,u_demo,a_checking,2024-09-24,-103.73,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,25222
t307,u_demo,a_credit,2024-09-24,-339.93,Amazon,AMZN Mktp US*B9659,shopping,false,5942,synthetic,-2934.05
t303,u_demo,a_checking,2024-09-25,-3.46,Starbucks,STARBUCKS 2460,coffee,false,5814,synthetic,25218.5
t287,u_demo,a_checking,2024-09-26,-53.03,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,25165.5
t296,u_demo,a_checking,2024-09-26,-36.72,Panera Bread,PANERA BREAD 5632,restaurants,false,5812,synthetic,25128.8
t291,u_demo,a_checking,2024-09-27,-64.36,Chevron,CHEVRON OIL 6126,gas,false,5541,synthetic,25064.4
t305,u_demo,a_credit,2024-09-30,-315.93,Amazon,AMZN Mktp US*G4735,shopping,false,5942,synthetic,-3249.98
t312,u_demo,a_checking,2024-10-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,27564.4
t321,u_demo,a_checking,2024-10-01,-95.33,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,27469.1
t322,u_demo,a_checking,2024-10-01,-72.42,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,27396.6
t340,u_demo,a_checking,2024-10-01,-41.16,Uber,UBER TRIP 5670,rideshare,false,4121,synthetic,27355.5
t314,u_demo,a_checking,2024-10-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,25855.5
t332,u_demo,a_checking,2024-10-03,-31.65,Chipotle,CHIPOTLE 6415,restaurants,false,5812,synthetic,25823.8
t335,u_demo,a_checking,2024-10-03,-3.84,Starbucks,STARBUCKS 5820,coffee,false,5814,synthetic,25820
t343,u_demo,a_checking,2024-10-03,-193.42,City Dental,CITY DENTAL,healthcare,false,8011,synthetic,25626.6
t318,u_demo,a_credit,2024-10-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-3262.97
t323,u_demo,a_checking,2024-10-05,-133.54,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,25493
t330,u_demo,a_checking,2024-10-05,-22.26,Local Diner,LOCAL DINER 1235,restaurants,false,5812,synthetic,25470.8
t334,u_demo,a_checking,2024-10-05,-6.6,Starbucks,STARBUCKS 7413,coffee,false,5814,synthetic,25464.2
t319,u_demo,a_credit,2024-10-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-3270.96
t329,u_demo,a_checking,2024-10-06,-47.44,Shell,SHELL OIL 4490,gas,false,5541,synthetic,25416.7
t320,u_demo,a_credit,2024-10-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-3273.95
t339,u_demo,a_checking,2024-10-08,-5.08,Starbucks,STARBUCKS 7943,coffee,false,5814,synthetic,25411.7
t342,u_demo,a_credit,2024-10-08,-181.96,American Airlines,AA 635590,travel,false,4511,synthetic,-3455.91
t315,u_demo,a_checking,2024-10-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,25331.7
t326,u_demo,a_checking,2024-10-10,-75.62,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,25256
t338,u_demo,a_checking,2024-10-10,-6.07,Starbucks,STARBUCKS 3136,coffee,false,5814,synthetic,25250
t316,u_demo,a_checking,2024-10-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,25190
t324,u_demo,a_checking,2024-10-13,-49.92,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,25140
t317,u_demo,a_checking,2024-10-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,25095
t313,u_demo,a_checking,2024-10-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,27595
t328,u_demo,a_checking,2024-10-17,-53.66,Shell,SHELL OIL 2994,gas,false,5541,synthetic,27541.4
t341,u_demo,a_credit,2024-10-17,-199.37,Best Buy,BESTBUY #5033,electronics,false,5732,synthetic,-3655.28
t325,u_demo,a_checking,2024-10-18,-97.12,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,27444.3
t336,u_demo,a_checking,2024-10-19,-5.85,Starbucks,STARBUCKS 8546,coffee,false,5814,synthetic,27438.4
t327,u_demo,a_checking,2024-10-20,-64.08,Shell,SHELL OIL 2342,gas,false,5541,synthetic,27374.3
t344,u_demo,a_checking,2024-10-20,-225.73,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic,27148.6
t331,u_demo,a_checking,2024-10-21,-16.15,Panera Bread,PANERA BREAD 6256,restaurants,false,5812,synthetic,27132.5
t333,u_demo,a_checking,2024-10-29,-6.73,Starbucks,STARBUCKS 9007,coffee,false,5814,synthetic,27125.7
t337,u_demo,a_checking,2024-10-30,-4.42,Starbucks,STARBUCKS 5227,coffee,false,5814,synthetic,27121.3
t345,u_demo,a_checking,2024-11-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,29621.3
t365,u_demo,a_checking,2024-11-01,-6.27,Starbucks,STARBUCKS 8790,coffee,false,5814,synthetic,29615
t347,u_demo,a_checking,2024-11-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,28115
t357,u_demo,a_checking,2024-11-02,-128.29,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,27986.7
t361,u_demo,a_checking,2024-11-02,-30.82,Chipotle,CHIPOTLE 3674,restaurants,false,5812,synthetic,27955.9
t359,u_demo,a_checking,2024-11-04,-60.2,Shell,SHELL OIL 7359,gas,false,5541,synthetic,27895.7
t362,u_demo,a_checking,2024-11-04,-34.8,Panera Bread,PANERA BREAD 3116,restaurants,false,5812,synthetic,27860.9
t351,u_demo,a_credit,2024-11-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-3668.27
t352,u_demo,a_credit,2024-11-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-3676.26
t353,u_demo,a_credit,2024-11-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-3679.25
t354,u_demo,a_checking,2024-11-07,-139.78,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,27721.1
t348,u_demo,a_checking,2024-11-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,27641.1
t368,u_demo,a_checking,2024-11-10,-4.68,Starbucks,STARBUCKS 9795,coffee,false,5814,synthetic,27636.5
t366,u_demo,a_checking,2024-11-11,-3.46,Starbucks,STARBUCKS 4531,coffee,false,5814,synthetic,27633
t349,u_demo,a_checking,2024-11-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,27573
t350,u_demo,a_checking,2024-11-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,27528
t364,u_demo,a_checking,2024-11-14,-25.18,Panera Bread,PANERA BREAD 8783,restaurants,false,5812,synthetic,27502.8
t346,u_demo,a_checking,2024-11-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,30002.8
t367,u_demo,a_checking,2024-11-16,-6.18,Starbucks,STARBUCKS 4876,coffee,false,5814,synthetic,29996.6
t369,u_demo,a_credit,2024-11-19,-325.44,Target,TARGET #4368,shopping,false,5311,synthetic,-4004.69
t358,u_demo,a_checking,2024-11-22,-35.53,Chevron,CHEVRON OIL 7028,gas,false,5541,synthetic,29961.1
t371,u_demo,a_credit,2024-11-22,-296.04,American Airlines,AA 905688,travel,false,4511,synthetic,-4300.73
t356,u_demo,a_checking,2024-11-23,-64.43,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,29896.7
t370,u_demo,a_credit,2024-11-23,-74.62,Amazon,AMZN Mktp US*E4476,shopping,false,5942,synthetic,-4375.35
t372,u_demo,a_checking,2024-11-23,-164.17,City Dental,CITY DENTAL,healthcare,false,8011,synthetic,29732.5
t355,u_demo,a_checking,2024-11-25,-68.61,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,29663.9
t360,u_demo,a_checking,2024-11-29,-31.67,Panera Bread,PANERA BREAD 3371,restaurants,false,5812,synthetic,29632.2
t363,u_demo,a_checking,2024-11-30,-23.86,Local Diner,LOCAL DINER 7166,restaurants,false,5812,synthetic,29608.4
t373,u_demo,a_checking,2024-12-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,32108.4
t400,u_demo,a_checking,2024-12-01,-55.69,Lyft,LYFT TRIP 9038,rideshare,false,4121,synthetic,32052.7
t375,u_demo,a_checking,2024-12-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,30552.7
t386,u_demo,a_checking,2024-12-02,-100.77,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,30451.9
t398,u_demo,a_checking,2024-12-02,-4.98,Starbucks,STARBUCKS 7645,coffee,false,5814,synthetic,30446.9
t406,u_demo,a_checking,2024-12-03,-166.67,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic,30280.3
t379,u_demo,a_credit,2024-12-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-4388.34
t380,u_demo,a_credit,2024-12-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-4396.33
t385,u_demo,a_checking,2024-12-06,-77.96,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,30202.3
t381,u_demo,a_credit,2024-12-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-4399.32
t388,u_demo,a_checking,2024-12-07,-75.74,Chevron,CHEVRON OIL 4572,gas,false,5541,synthetic,30126.6
t382,u_demo,a_checking,2024-12-09,-64.53,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,30062
t376,u_demo,a_checking,2024-12-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,29982
t401,u_demo,a_checking,2024-12-10,-35.71,Lyft,LYFT TRIP 7305,rideshare,false,4121,synthetic,29946.3
t407,u_demo,a_checking,2024-12-11,129.44,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,30075.8
t377,u_demo,a_checking,2024-12-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,30015.8
t387,u_demo,a_checking,2024-12-12,-38.82,Shell,SHELL OIL 2205,gas,false,5541,synthetic,29976.9
t393,u_demo,a_checking,2024-12-13,-16.3,Chipotle,CHIPOTLE 3482,restaurants,false,5812,synthetic,29960.6
t378,u_demo,a_checking,2024-12-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,29915.6
t397,u_demo,a_checking,2024-12-14,-5.04,Starbucks,STARBUCKS 6490,coffee,false,5814,synthetic,29910.6
t374,u_demo,a_checking,2024-12-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,32410.6
t405,u_demo,a_credit,2024-12-15,-235.41,Target,TARGET #8218,shopping,false,5311,synthetic,-4634.73
t396,u_demo,a_checking,2024-12-16,-3.3,Starbucks,STARBUCKS 8186,coffee,false,5814,synthetic,32407.3
t389,u_demo,a_checking,2024-12-17,-41.0,Shell,SHELL OIL 5757,gas,false,5541,synthetic,32366.3
t391,u_demo,a_checking,2024-12-17,-12.56,Panera Bread,PANERA BREAD 9533,restaurants,false,5812,synthetic,32353.7
t395,u_demo,a_checking,2024-12-17,-4.7,Starbucks,STARBUCKS 5524,coffee,false,5814,synthetic,32349
t390,u_demo,a_checking,2024-12-18,-78.78,Shell,SHELL OIL 1966,gas,false,5541,synthetic,32270.3
t399,u_demo,a_checking,2024-12-18,-6.44,Starbucks,STARBUCKS 6797,coffee,false,5814,synthetic,32263.8
t402,u_demo,a_checking,2024-12-23,-60.71,Uber,UBER TRIP 8643,rideshare,false,4121,synthetic,32203.1
t383,u_demo,a_checking,2024-12-25,-76.68,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,32126.4
t404,u_demo,a_credit,2024-12-27,-54.36,Target,TARGET #9519,shopping,false,5311,synthetic,-4689.09
t392,u_demo,a_checking,2024-12-29,-27.86,Chipotle,CHIPOTLE 5422,restaurants,false,5812,synthetic,32098.6
t403,u_demo,a_credit,2024-12-29,-96.25,Amazon,AMZN Mktp US*A6954,shopping,false,5942,synthetic,-4785.34
t394,u_demo,a_checking,2024-12-30,-5.11,Starbucks,STARBUCKS 3079,coffee,false,5814,synthetic,32093.5
t384,u_demo,a_checking,2024-12-31,-127.03,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,31966.4
t408,u_demo,a_checking,2025-01-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,34466.4
t410,u_demo,a_checking,2025-01-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,32966.4
t422,u_demo,a_checking,2025-01-03,-34.92,Panera Bread,PANERA BREAD 5491,restaurants,false,5812,synthetic,32931.5
t414,u_demo,a_credit,2025-01-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-4798.33
t421,u_demo,a_checking,2025-01-05,-42.97,Chevron,CHEVRON OIL 4594,gas,false,5541,synthetic,32888.5
t423,u_demo,a_checking,2025-01-05,-16.59,Panera Bread,PANERA BREAD 8083,restaurants,false,5812,synthetic,32872
t415,u_demo,a_credit,2025-01-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-4806.32
t416,u_demo,a_credit,2025-01-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-4809.31
t418,u_demo,a_checking,2025-01-07,-114.91,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,32757
t411,u_demo,a_checking,2025-01-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,32677
t428,u_demo,a_checking,2025-01-11,-7.43,Starbucks,STARBUCKS 3541,coffee,false,5814,synthetic,32669.6
t412,u_demo,a_checking,2025-01-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,32609.6
t433,u_demo,a_credit,2025-01-12,-212.95,Delta Airlines,DL 672212,travel,false,4511,synthetic,-5022.26
t413,u_demo,a_checking,2025-01-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,32564.6
t417,u_demo,a_checking,2025-01-14,-130.15,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,32434.5
t426,u_demo,a_checking,2025-01-14,-6.14,Starbucks,STARBUCKS 3599,coffee,false,5814,synthetic,32428.3
t409,u_demo,a_checking,2025-01-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,34928.3
t431,u_demo,a_credit,2025-01-17,-55.17,Amazon,AMZN Mktp US*F2622,shopping,false,5942,synthetic,-5077.43
t419,u_demo,a_checking,2025-01-21,-62.24,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,34866.1
t430,u_demo,a_checking,2025-01-21,-40.89,Lyft,LYFT TRIP 6475,rideshare,false,4121,synthetic,34825.2
t432,u_demo,a_credit,2025-01-22,-261.62,Amazon,AMZN Mktp US*A1645,shopping,false,5942,synthetic,-5339.05
t425,u_demo,a_checking,2025-01-23,-24.54,Local Diner,LOCAL DINER 3768,restaurants,false,5812,synthetic,34800.7
t427,u_demo,a_checking,2025-01-25,-3.63,Starbucks,STARBUCKS 8368,coffee,false,5814,synthetic,34797
t424,u_demo,a_checking,2025-01-26,-39.56,Local Diner,LOCAL DINER 3679,restaurants,false,5812,synthetic,34757.5
t429,u_demo,a_checking,2025-01-26,-3.08,Starbucks,STARBUCKS 9996,coffee,false,5814,synthetic,34754.4
t420,u_demo,a_checking,2025-01-28,-75.53,Chevron,CHEVRON OIL 9705,gas,false,5541,synthetic,34678.9
t434,u_demo,a_checking,2025-02-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,37178.9
t449,u_demo,a_checking,2025-02-01,-17.87,Chipotle,CHIPOTLE 9942,restaurants,false,5812,synthetic,37161
t436,u_demo,a_checking,2025-02-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,35661
t444,u_demo,a_checking,2025-02-02,-115.11,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,35545.9
t450,u_demo,a_checking,2025-02-03,-38.66,Local Diner,LOCAL DINER 8101,restaurants,false,5812,synthetic,35507.2
t440,u_demo,a_credit,2025-02-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-5352.04
t454,u_demo,a_checking,2025-02-05,-10.16,Chipotle,CHIPOTLE 4549,restaurants,false,5812,synthetic,35497.1
t441,u_demo,a_credit,2025-02-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-5360.03
t442,u_demo,a_credit,2025-02-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-5363.02
t467,u_demo,a_checking,2025-02-07,-176.54,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic,35320.5
t465,u_demo,a_credit,2025-02-08,-176.49,Best Buy,BESTBUY #2500,electronics,false,5732,synthetic,-5539.51
t452,u_demo,a_checking,2025-02-09,-22.38,Chipotle,CHIPOTLE 6136,restaurants,false,5812,synthetic,35298.1
t462,u_demo,a_checking,2025-02-09,-14.56,Uber,UBER TRIP 9238,rideshare,false,4121,synthetic,35283.6
t437,u_demo,a_checking,2025-02-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,35203.6
t451,u_demo,a_checking,2025-02-11,-24.23,Chipotle,CHIPOTLE 1153,restaurants,false,5812,synthetic,35179.3
t453,u_demo,a_checking,2025-02-11,-34.57,Panera Bread,PANERA BREAD 8970,restaurants,false,5812,synthetic,35144.8
t469,u_demo,a_checking,2025-02-11,-138.21,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,35006.6
t438,u_demo,a_checking,2025-02-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,34946.6
t468,u_demo,a_checking,2025-02-12,146.21,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,35092.8
t439,u_demo,a_checking,2025-02-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,35047.8
t464,u_demo,a_credit,2025-02-14,-83.56,Amazon,AMZN Mktp US*G5232,shopping,false,5942,synthetic,-5623.07
t435,u_demo,a_checking,2025-02-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,37547.8
t448,u_demo,a_checking,2025-02-15,-36.75,Chevron,CHEVRON OIL 5853,gas,false,5541,synthetic,37511
t458,u_demo,a_checking,2025-02-16,-6.41,Starbucks,STARBUCKS 9407,coffee,false,5814,synthetic,37504.6
t460,u_demo,a_checking,2025-02-16,-7.41,Starbucks,STARBUCKS 9901,coffee,false,5814,synthetic,37497.2
t456,u_demo,a_checking,2025-02-17,-6.11,Starbucks,STARBUCKS 1329,coffee,false,5814,synthetic,37491.1
